ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
603,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,white
604,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,white
605,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,white
606,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,white
607,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,white
608,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,white
609,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,white
610,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,white
611,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,white
612,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,white
613,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,white
614,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,white
615,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,white
616,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,white
617,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,white
618,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,white
619,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,white
620,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,white
621,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,white
622,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,white
623,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,white
624,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,white
625,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,white
626,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,white
627,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,white
628,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,white
629,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,white
630,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,white
631,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,white
632,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,white
633,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,white
634,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,white
635,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,white
636,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,white
637,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,white
638,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,white
639,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,white
640,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,white
641,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,white
642,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,white
643,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5,white
644,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,white
645,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,white
646,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5,white
647,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,white
648,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,white
649,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,white
650,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4,white
651,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6,white
652,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,white
653,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,white
654,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,white
655,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5,white
656,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5,white
657,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,white
658,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7,white
659,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5,white
660,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,white
661,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6,white
662,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,white
663,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,white
664,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7,white
665,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,white
666,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,white
667,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,white
668,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,white
669,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6,white
670,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5,white
671,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6,white
672,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,white
673,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,white
674,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,white
675,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,white
676,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,white
677,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,white
678,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,white
679,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,white
680,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,white
681,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5,white
682,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4,white
683,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,white
684,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,white
685,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,white
686,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,white
687,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,white
688,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6,white
689,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,white
690,7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,white
691,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,white
692,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,white
693,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,white
694,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,white
695,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,white
696,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,white
697,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,white
698,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,white
699,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,white
700,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5,white
701,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5,white
702,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4,white
703,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,white
704,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,white
705,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,white
706,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,white
707,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5,white
708,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6,white
709,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,white
710,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,white
711,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,white
712,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5,white
713,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,white
714,7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,white
715,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,white
716,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,white
717,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,white
718,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,white
719,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,white
720,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6,white
721,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,white
722,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,white
723,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5,white
724,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,white
725,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,white
726,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,white
727,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,white
728,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,white
729,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,white
730,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,white
731,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,white
732,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,white
733,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5,white
734,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7,white
735,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,white
736,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,white
737,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7,white
738,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,white
739,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,white
740,7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,6,white
741,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,white
742,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4,white
743,7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8,white
744,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7,white
745,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,white
746,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,white
747,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5,white
748,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,white
749,8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,white
750,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6,white
751,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7,white
752,6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,5,white
753,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6,white
754,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,white
755,7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,white
756,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,white
757,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,white
758,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,white
759,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,white
760,8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4,white
761,8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,white
762,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,white
763,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7,white
764,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6,white
765,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,white
766,6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,white
767,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,white
768,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5,white
769,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,white
770,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5,white
771,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,5,white
772,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,white
773,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6,white
774,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7,white
775,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7,white
776,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,white
777,7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5,white
778,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,white
779,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,white
780,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,white
781,6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,5,white
782,5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,white
783,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,white
784,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6,white
785,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,white
786,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7,white
787,8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,white
788,6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,white
789,6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6,white
790,8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6,white
791,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,white
792,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,white
793,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,white
794,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6,white
795,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,white
796,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,white
797,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,white
798,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,white
799,8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4,white
800,6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4,white
801,7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,3,white
802,7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,white
803,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,white
804,7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,5,white
805,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7,white
806,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5,white
807,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5,white
808,9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,4,white
809,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,white
810,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4,white
811,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,white
812,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,white
813,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,white
814,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,white
815,6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6,white
816,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,white
817,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,white
818,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8,white
819,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,white
820,5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,white
821,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,white
822,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,white
823,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,white
824,9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,white
825,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,white
826,7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5,white
827,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,white
828,5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,white
829,8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5,white
830,5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,white
831,6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6,white
832,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,white
833,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6,white
834,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5,white
835,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5,white
836,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5,white
837,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,white
838,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,white
839,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white
840,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white
841,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white
842,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,white
843,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,white
844,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,white
845,8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6,white
846,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,white
847,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,white
848,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,white
849,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,white
850,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5,white
851,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,white
852,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,white
853,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,white
854,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,white
855,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,white
856,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,white
857,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,white
858,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,white
859,6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6,white
860,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,white
861,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,white
862,7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,white
863,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,white
864,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6,white
865,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,white
866,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,white
867,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,white
868,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,white
869,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5,white
870,7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,white
871,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,white
872,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5,white
873,5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6,white
874,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7,white
875,9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6,white
876,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
877,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,white
878,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,white
879,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,white
880,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,white
881,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8,white
882,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,white
883,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,white
884,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,white
885,6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4,white
886,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4,white
887,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,white
888,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5,white
889,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,white
890,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,white
891,6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,white
892,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,white
893,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,white
894,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,white
895,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,white
896,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,white
897,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,white
898,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,white
899,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,white
900,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,white
901,6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,white
902,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,white
903,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7,white
